event_code,event_year,session_code,sky,track_codition,humidity,ground_temp,circuit,track_length_m,rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,36,Joan MIR,Honda HRC Castrol,HONDA,Soft,Soft,13,1'31.522,91.522,18.657,26.157,22.398,24.31,338.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,1,1'34.011,94.011,19.697,27.878,22.357,24.079,321.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,2,1'30.983,90.983,18.41,26.053,22.483,24.037,319.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,3,1'30.962,90.962,18.616,26.143,22.22,23.983,321.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,4,1'30.384,90.384,18.489,25.865,22.065,23.965,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,5,1'30.700,90.7,18.463,26.005,22.186,24.046,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,6,1'30.586,90.586,18.486,25.985,22.179,23.936,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,7,1'30.544,90.544,18.502,25.791,22.158,24.093,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,8,1'30.639,90.639,18.414,25.86,22.202,24.163,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,9,1'30.821,90.821,18.568,25.875,22.241,24.137,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,10,1'31.104,91.104,18.524,26.112,22.352,24.116,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,11,1'30.863,90.863,18.516,25.969,22.258,24.12,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,12,1'31.387,91.387,18.572,26.109,22.469,24.237,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,49,Fabio DI GIANNANTONIO,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,13,1'31.919,91.919,18.573,26.311,22.497,24.538,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,1,1'33.528,93.528,20.539,26.527,22.429,24.033,305
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,2,1'30.819,90.819,18.533,26.15,22.239,23.897,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,3,1'30.399,90.399,18.549,25.835,22.199,23.816,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,4,1'30.727,90.727,18.481,26.038,22.217,23.991,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,5,1'30.818,90.818,18.449,26.09,22.213,24.066,338.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,6,1'30.811,90.811,18.483,26.055,22.301,23.972,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,7,1'30.700,90.7,18.47,26.041,22.248,23.941,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,8,1'30.713,90.713,18.356,26.105,22.301,23.951,339.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,9,1'30.879,90.879,18.402,26.032,22.341,24.104,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,10,1'31.665,91.665,18.614,26.12,22.67,24.261,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,11,1'32.204,92.204,18.496,27.135,22.435,24.138,337.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,12,1'31.360,91.36,18.544,26.258,22.391,24.167,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,DUCATI,Soft,Soft,13,1'31.442,91.442,18.551,26.136,22.335,24.42,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,1,1'33.313,93.313,20.207,26.78,22.353,23.973,323.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,2,1'31.353,91.353,18.54,26.199,22.577,24.037,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,3,1'30.904,90.904,18.508,26.065,22.235,24.096,325.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,4,1'30.613,90.613,18.433,26.092,22.177,23.911,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,5,1'30.638,90.638,18.459,26.056,22.195,23.928,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,6,1'31.132,91.132,18.436,26.1,22.507,24.089,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,7,1'30.879,90.879,18.488,26.068,22.223,24.1,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,8,1'30.989,90.989,18.416,26.024,22.348,24.201,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,9,1'31.071,91.071,18.531,26.077,22.318,24.145,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,10,1'31.377,91.377,18.511,26.168,22.518,24.18,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,11,1'31.383,91.383,18.514,26.228,22.425,24.216,337.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,12,1'31.516,91.516,18.553,26.279,22.459,24.225,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,HONDA,Soft,Soft,13,1'31.783,91.783,18.59,26.308,22.48,24.405,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,1,1'35.069,95.069,19.734,28.368,22.886,24.081,324.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,2,1'31.076,91.076,18.504,26.165,22.222,24.185,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,3,1'31.035,91.035,18.42,26.316,22.265,24.034,319.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,4,1'30.384,90.384,18.37,25.953,22.065,23.996,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,5,1'30.387,90.387,18.458,25.966,21.973,23.99,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,6,1'30.813,90.813,18.485,26.098,22.244,23.986,322.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,7,1'31.409,91.409,18.645,26.345,22.421,23.998,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,8,1'30.286,90.286,18.348,25.861,22.072,24.005,337.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,9,1'31.185,91.185,18.587,26.101,22.363,24.134,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,10,1'31.505,91.505,18.84,26.317,22.196,24.152,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,11,1'32.085,92.085,18.492,27.189,22.216,24.188,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,12,1'31.030,91.03,18.498,26.148,22.237,24.147,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,73,Alex MARQUEZ,BK8 Gresini Racing MotoGP,DUCATI,Soft,Soft,13,1'31.395,91.395,18.449,26.207,22.357,24.382,324.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,1,1'34.105,94.105,20.36,27.094,22.403,24.248,300
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,2,1'31.145,91.145,18.508,26.273,22.262,24.102,313
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,3,1'31.045,91.045,18.496,26.256,22.19,24.103,305
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,4,1'30.730,90.73,18.577,26.006,22.182,23.965,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,5,1'30.558,90.558,18.46,26.012,22.172,23.914,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,6,1'30.682,90.682,18.502,25.961,22.218,24.001,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,7,1'30.835,90.835,18.498,26,22.207,24.13,327.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,8,1'31.226,91.226,18.425,26.055,22.212,24.534,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,9,1'30.973,90.973,18.644,26.038,22.288,24.003,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,10,1'31.268,91.268,18.447,26.222,22.287,24.312,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,11,1'32.094,92.094,18.533,26.978,22.342,24.241,337.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,12,1'31.322,91.322,18.646,26.191,22.335,24.15,336.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,HONDA,Soft,Soft,13,1'31.749,91.749,18.54,26.176,22.452,24.581,337.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,1,1'33.727,93.727,20.745,26.46,22.41,24.112,294.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,2,1'31.149,91.149,18.542,26.179,22.377,24.051,317.6
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,3,1'31.291,91.291,18.6,26.151,22.221,24.319,325.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,4,1'31.518,91.518,18.63,26.504,22.131,24.253,325.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,5,1'30.960,90.96,18.557,26.214,22.113,24.076,319.5
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,6,1'31.491,91.491,18.633,26.366,22.248,24.244,326.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,7,1'31.365,91.365,18.602,26.255,22.25,24.258,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,8,1'31.082,91.082,18.493,26.149,22.208,24.232,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,9,1'31.430,91.43,18.583,26.188,22.364,24.295,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,10,1'31.609,91.609,18.584,26.335,22.302,24.388,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,11,1'31.834,91.834,18.714,26.303,22.369,24.448,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,12,1'31.603,91.603,18.584,26.332,22.313,24.374,335.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,HONDA,Soft,Soft,13,1'32.066,92.066,18.636,26.345,22.458,24.627,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,1,1'35.219,95.219,20.56,27.469,22.815,24.375,299.1
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,2,1'32.075,92.075,18.619,26.411,22.663,24.382,315.7
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,3,1'31.309,91.309,18.584,26.357,22.362,24.006,313.9
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,4,1'30.919,90.919,18.506,26.089,22.232,24.092,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,5,1'30.846,90.846,18.509,26.047,22.182,24.108,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,6,1'31.415,91.415,18.671,26.197,22.317,24.23,323.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,7,1'31.326,91.326,18.676,26.138,22.29,24.222,311.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,8,1'31.464,91.464,18.547,26.359,22.334,24.224,311.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,9,1'31.440,91.44,18.531,26.359,22.338,24.212,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,10,1'31.592,91.592,18.637,26.375,22.401,24.179,333.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,11,1'31.594,91.594,18.589,26.202,22.379,24.424,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,12,1'31.313,91.313,18.604,26.261,22.21,24.238,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,21,Franco MORBIDELLI,Pertamina Enduro VR46 Racing Team,DUCATI,Soft,Soft,13,1'31.038,91.038,18.592,26.172,22.161,24.113,334.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,1,1'34.219,94.219,20.956,26.712,22.466,24.085,305.9
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,2,1'31.367,91.367,18.699,26.256,22.298,24.114,321.4
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,3,1'31.321,91.321,18.661,26.208,22.37,24.082,314.8
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,4,1'31.386,91.386,18.622,26.249,22.353,24.162,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,5,1'31.190,91.19,18.645,26.21,22.241,24.094,332.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,6,1'31.333,91.333,18.659,26.16,22.276,24.238,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,7,1'31.322,91.322,18.784,25.994,22.39,24.154,329.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,8,1'31.204,91.204,18.585,26.028,22.303,24.288,330.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,9,1'31.338,91.338,18.628,26.097,22.372,24.241,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,10,1'31.691,91.691,18.749,26.185,22.452,24.305,324.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,11,1'31.910,91.91,18.732,26.348,22.439,24.391,328.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,12,1'31.977,91.977,18.813,26.259,22.478,24.427,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,43,Jack MILLER,Prima Pramac Yamaha MotoGP,YAMAHA,Soft,Soft,13,1'32.364,92.364,18.827,26.538,22.481,24.518,331.2
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,1,1'35.471,95.471,20.9,27.335,22.923,24.313,310.3
PT GRAND PRIX OF THAILAND,2026,SPR,Partly Cloudy,Dry,0.54,52,Chang International Circuit,4554,20,Fabio QUARTARARO,Monster Energy Yamaha MotoGP Team,YAMAHA,Soft,Soft,2,1'32.111,92.111,18.72,26.379,22.736,24.276,316.7
