event_code,event_year,session_code,sky,track_codition,humidity,ground_temp,circuit,track_length_m,rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,8,1'31.213,91.213,18.504,26.238,22.367,24.104,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,9,1'31.496,91.496,18.519,26.341,22.483,24.153,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,10,1'31.285,91.285,18.549,26.132,22.384,24.22,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,11,1'31.629,91.629,18.623,26.296,22.428,24.282,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,12,1'31.505,91.505,18.564,26.192,22.33,24.419,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,13,1'31.461,91.461,18.515,26.225,22.391,24.33,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,14,1'31.608,91.608,18.56,26.309,22.428,24.311,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,15,1'31.638,91.638,18.563,26.252,22.519,24.304,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,16,1'31.757,91.757,18.603,26.273,22.454,24.427,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,17,1'31.953,91.953,18.586,26.402,22.485,24.48,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,18,1'32.082,92.082,18.65,26.398,22.529,24.505,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,19,1'32.925,92.925,18.716,26.827,22.725,24.657,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,20,1'32.429,92.429,18.723,26.569,22.594,24.543,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,21,1'32.491,92.491,18.739,26.548,22.665,24.539,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,22,1'32.671,92.671,18.858,26.663,22.644,24.506,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,23,1'32.642,92.642,18.789,26.651,22.611,24.591,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,24,1'33.168,93.168,18.908,26.76,22.692,24.808,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,25,1'34.219,94.219,19.097,27.356,22.969,24.797,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,63,Francesco BAGNAIA,Ducati Lenovo Team,Ducati,Soft,Medium,26,1'34.402,94.402,19.157,27.127,22.885,25.233,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,1,1'34.648,94.648,20.597,27.148,22.589,24.314,303.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,2,1'31.823,91.823,18.626,26.375,22.636,24.186,317.6
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,3,1'31.403,91.403,18.637,26.285,22.291,24.19,320.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,4,1'31.209,91.209,18.542,26.239,22.277,24.151,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,5,1'31.337,91.337,18.538,26.173,22.342,24.284,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,6,1'31.455,91.455,18.539,26.219,22.424,24.273,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,7,1'31.415,91.415,18.572,26.158,22.467,24.218,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,8,1'31.190,91.19,18.593,26.158,22.268,24.171,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,9,1'31.372,91.372,18.551,26.274,22.335,24.212,320.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,10,1'31.351,91.351,18.632,26.213,22.312,24.194,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,11,1'31.783,91.783,18.581,26.194,22.471,24.537,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,12,1'31.510,91.51,18.549,26.229,22.363,24.369,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,13,1'31.676,91.676,18.605,26.251,22.45,24.37,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,14,1'31.709,91.709,18.679,26.325,22.423,24.282,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,15,1'31.572,91.572,18.573,26.227,22.459,24.313,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,16,1'31.875,91.875,18.595,26.354,22.496,24.43,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,17,1'31.816,91.816,18.651,26.294,22.419,24.452,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,18,1'32.141,92.141,18.637,26.406,22.552,24.546,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,19,1'32.233,92.233,18.689,26.404,22.596,24.544,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,20,1'32.422,92.422,18.702,26.426,22.61,24.684,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,21,1'32.648,92.648,18.742,26.531,22.717,24.658,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,22,1'32.785,92.785,18.805,26.58,22.776,24.624,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,23,1'32.883,92.883,18.787,26.603,22.744,24.749,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,24,1'33.383,93.383,18.925,26.827,22.886,24.745,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,25,1'33.633,93.633,18.988,26.857,22.841,24.947,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,10,Luca MARINI,Honda HRC Castrol,Honda,Soft,Medium,26,1'34.099,94.099,19.144,27.002,22.877,25.076,313.9
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,1,1'34.852,94.852,20.818,26.84,22.812,24.382,304.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,2,1'31.923,91.923,18.602,26.47,22.645,24.206,316.7
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,3,1'31.584,91.584,18.594,26.362,22.4,24.228,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,4,1'31.529,91.529,18.692,26.284,22.426,24.127,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,5,1'31.363,91.363,18.626,26.205,22.414,24.118,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,6,1'31.398,91.398,18.664,26.185,22.376,24.173,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,7,1'31.412,91.412,18.642,26.257,22.33,24.183,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,8,1'31.419,91.419,18.643,26.159,22.418,24.199,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,9,1'31.520,91.52,18.673,26.241,22.419,24.187,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,10,1'31.331,91.331,18.626,26.178,22.344,24.183,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,11,1'31.596,91.596,18.593,26.235,22.454,24.314,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,12,1'31.537,91.537,18.641,26.208,22.398,24.29,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,13,1'31.698,91.698,18.668,26.25,22.468,24.312,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,14,1'31.890,91.89,18.728,26.35,22.516,24.296,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,15,1'31.971,91.971,18.802,26.352,22.481,24.336,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,16,1'31.730,91.73,18.625,26.352,22.407,24.346,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,17,1'31.879,91.879,18.737,26.334,22.374,24.434,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,18,1'31.917,91.917,18.706,26.326,22.444,24.441,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,19,1'32.093,92.093,18.7,26.418,22.586,24.389,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,20,1'32.396,92.396,18.775,26.329,22.758,24.534,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,21,1'32.442,92.442,18.81,26.471,22.652,24.509,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,22,1'32.678,92.678,18.842,26.561,22.673,24.602,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,23,1'33.021,93.021,18.905,26.545,22.876,24.695,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,24,1'33.368,93.368,18.969,26.634,22.889,24.876,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,25,1'33.419,93.419,19.025,26.704,22.858,24.832,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,5,Johann ZARCO,Castrol Honda LCR,Honda,Soft,Medium,26,1'34.207,94.207,19.206,26.937,22.98,25.084,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,1,1'36.143,96.143,21.421,27.398,22.888,24.436,300.8
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,2,1'32.192,92.192,18.697,26.638,22.637,24.22,311.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,3,1'31.921,91.921,18.583,26.587,22.443,24.308,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,4,1'32.083,92.083,18.494,26.403,22.665,24.521,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,5,1'31.461,91.461,18.729,26.148,22.342,24.242,319.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,6,1'31.929,91.929,18.756,26.267,22.429,24.477,298.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,7,1'31.490,91.49,18.609,26.241,22.337,24.303,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,8,1'31.999,91.999,18.601,26.345,22.356,24.697,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,9,1'31.786,91.786,18.708,26.48,22.378,24.22,310.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,10,1'31.632,91.632,18.538,26.469,22.347,24.278,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,11,1'32.658,92.658,18.547,26.404,23.23,24.477,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,12,1'32.003,92.003,18.777,26.286,22.541,24.399,301.6
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,13,1'31.897,91.897,18.708,26.419,22.442,24.328,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,14,1'31.861,91.861,18.669,26.471,22.411,24.31,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,15,1'31.853,91.853,18.645,26.335,22.462,24.411,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,16,1'31.812,91.812,18.57,26.394,22.474,24.374,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,17,1'31.852,91.852,18.561,26.416,22.529,24.346,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,18,1'31.950,91.95,18.589,26.362,22.522,24.477,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,19,1'31.996,91.996,18.67,26.411,22.527,24.388,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,20,1'32.266,92.266,18.702,26.439,22.535,24.59,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,21,1'32.719,92.719,18.802,26.71,22.766,24.441,318.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,22,1'32.429,92.429,18.756,26.494,22.68,24.499,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,23,1'32.527,92.527,18.705,26.629,22.685,24.508,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,24,1'32.576,92.576,18.736,26.629,22.692,24.519,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,25,1'33.336,93.336,18.77,26.805,23.1,24.661,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,23,Enea BASTIANINI,Red Bull KTM Tech3,Ktm,Soft,Medium,26,1'33.285,93.285,18.82,26.671,22.665,25.129,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,1,1'35.021,95.021,20.976,26.948,22.667,24.43,305
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,2,1'31.986,91.986,18.654,26.488,22.666,24.178,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,3,1'31.703,91.703,18.555,26.326,22.411,24.411,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,4,1'31.522,91.522,18.617,26.283,22.319,24.303,313.9
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,5,1'31.345,91.345,18.564,26.187,22.335,24.259,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,6,1'31.367,91.367,18.61,26.162,22.306,24.289,323.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,7,1'31.418,91.418,18.643,26.155,22.332,24.288,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,8,1'31.455,91.455,18.62,26.247,22.28,24.308,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,9,1'31.466,91.466,18.591,26.193,22.382,24.3,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,10,1'31.519,91.519,18.637,26.206,22.273,24.403,320.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,11,1'31.832,91.832,18.687,26.246,22.526,24.373,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,12,1'32.167,92.167,18.745,26.377,22.489,24.556,316.7
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,11,Diogo MOREIRA,Pro Honda LCR,Honda,Soft,Medium,13,1'32.203,92.203,18.747,26.413,22.513,24.53,331.2
